Text,Emotion
Guy I cared for went back to Canada to live.,sadness
off to work with my fancy duck taped shoes. ,joy
finally in bed &amp; I found my fave chapstick ,joy
Time to turn my twitter frown upside down: Michael Bublé Christmas is currently playing on my Pandora! #ilovehim,joy
During military service a superior reproached me unjustly. This led to friction in a lot of situations.,anger
Finished the 1st stanza of my 1st guitar song. Getting my and #classcounciness out there. Probably still going to be shit mind...,anger
"@mashaal1234 omg, how could i forget! I wana be there so baddd. :'( i miss u too ,love. ",sadness
A friend of mine who was driving a car ahead of me died in a car accident.,sadness
"@Paul_Couch @mindcharity  I have to agree here with paul I have lost many friends and not one of them got even in a papers, ",sadness
I started a new branch of studies after having failed a former one.  When I got back my exam papers I was very happy to know that I almost had full marks.,joy
Bitch if ur forcing me 2 be somewhere don't expect me 2 be happy!! &gt;:/ ,anger
 2 the women who's bubble bath can also b dish water... ,joy
yeah I seriously forgot how it feels to sleep. damn and I had my sleep pattern all good to ,anger
ugh science and french tests tmo. and I forgot my books ,joy
When I noticed obvious marks of old age (in a negative sense) on a close relative of mine.,sadness
Time to turn around and go BACK through all that wonderful snow.  #shootmenow #fb,joy
We are more despondent and needy than ever ! ,sadness
"Its Dec 1st!! I finally get to crack open the Advent Calendar, listen to  songs and decorate the house without being judged! ",joy
you'd think you wouldn't be able to experience a place in just 4 months but when I take a look at my TO memory wall she looks full. ,joy
mmmm. Got the new Toro y Moi album and the new The Antlers album on my Ipod finally. ,joy
THE heartbroken mother of transplant donor Paula Moss is leaving England to work as a missionary . ,sadness
The morning bother photographers w/ many emails is over... now to begin the eating and taking the bus to work w/ screaming children!! ,joy
"When people get mad at me for no reasonable explanation that boils my blood, sets in.",anger
"Poor @KaitlinWilbanks, she needs sleep so bad.  ",sadness
@Janey_Platty @tinkyjen just said she's watching harry potter - prisoner of alcatraz ...... ,anger
Ughhh. Science and btt test today ! -.- ,joy
"` What did you mean , Rachel ? "" her mother asked slowly , ignoring her husband 's indignant look . ",anger
"Indignant over suggestions that the Prime Minister has replaced his Jaguar with a Rover , Nigel Lawson can at least draw comfort from the fact that he is a wanted man in the City . ",anger
"Ok , let ’ s go through this one more time . I don ’ t want anymore ruined or dyed blouses ! ",anger
Today is one of THE happiest day of my life. An Email from my Libyan friend who disappeared for 10 months ,joy
My assassin' creed 1 broke...  ,sadness
 Say hi to your family for me . ,joy
I forget how it feels to like someone  I miss da days of crushing but im happy w/ my relationship !,sadness
I am SO happy the new   came out in time for my birthday this weekend! My inner 7-year-old cannot WAIT!  ,joy
@HCRachel I KNOW RIGHT?! my mom is all like &quot;HEALTHY FOOD HEALTHY FOOD ASLKFNEKRJN&quot; ,sadness
"My Mum is so stingy that she put water in my Bacardi and coke, Just to save Barcadi. ",anger
Is the tide turning?....may there be comfort food &amp; joy in your December Monday Vancouver!    #gladtidings #Vancouver,joy
 Certainly not . ,anger
" No , I didn't . ",sadness
"A meeting with the family and the friends I felt dear and loved, sharing the gladness of being together at a birthday.",joy
People should text me .. i feel like a loser. ,sadness
"Welp I'm glad I remembered I have a quiz in stat on Wednesday, just one more thing added to my million things to do ",joy
" I ’ m sorry to hear that.You ’ d better stay at home.After all , we can visit Mrs.Brown later ",sadness
Silently dying while Twitter explodes with posts of @iridepc and @PCski .... ,sadness
"Fear fingered Ruth again , and she suppressed a futile burst of anger against Adam . ",anger
The other day he slapped Liam across the face and got mad at me when I complained . ,anger
"When u  ur good, u r demonstrating  The quality of strengthens it &amp; makes it more vibrant. @sourcelessons",joy
My Ryan Dunn tribute will be happening soon. Wish I could have watched the tribute on MTV... #ripdunn,sadness
Thanksgiving break = re-roofing the house ,joy
"Lin Foh seemed incensed , but kept his voice down as they reached the outside steps of the Coroner 's Court . ",anger
" Of course , I like . ",joy
He left at 9 this morning to go work :( ,sadness
Got off work early... Time to start my sociology essay ,joy
 Of course it does . Everybody has his own hobby . ,joy
"Feeling oddly bereft and desolate , besieged by Dolly 's incessant chatter , Luce was pleased to get back to the hotel . ",sadness
I miss having a smart phone. I hate have to do everything myself.  #laziness,sadness
He had n't sounded very pleased about something -- that made two of them . ,joy
Third highest grade in the class and the best answer given for one question (the question was graded by the professor and he indicated he liked my answer).,joy
The music has started . ,joy
" At cars ! You aren't thinking about buying a car , are you ? ",anger
When I passed the university entrance exam.  I had thus finished with a difficult period of my life and I was about to begin one which I had desired a lot.,joy
When my mother was very sick and almost died.,sadness
"Theater is going to kill me, AND we have a huge practice after school tomorrow.  When we are supposed to leave early for break.  ",sadness
IM N A HOLIDAY SPIRIT HABENT FELT LIKE THIS SINCE I WAS 7 YRS OLD AHA ,joy
"Some people simply were miffed by the red tape in applying for victim identification cards to qualify for the 100,000 yen .",anger
how to ruin a perfectly good night: my fridge is so cold it separated the most delicious vanilla frosting ever. ,sadness
I Might Tell A Lie If You Ask Me Bout My Whereabouts But I Might Speak That Real If You Ask Me What I Care About ,joy
A dear friend was removed from the division whre I work.,sadness
"When I tried to put up a tent some years ago, I was teased and hindered by my cousin.",anger
Just woke up. Not time for school. Can't fall back asleep. ,anger
oh mann.. here we go again we a new twitter interface.. ,joy
"&quot;@MeganBohinc: &quot;I went to bed dreaming, You woke me up singing&quot; #psalm90:14 #mandisa&quot;// @KevinMcMonigle I found a MANDISA LOVER!!",joy
Thank God for DVR. I have to work and miss the Victoria's secret fashion show! #ilovepink!,sadness
"After my marriage I received the B.Sc results by post, I was very happy to learn that I had got very good marks - first class.",joy
Saw some young people fighting for seats on a bus.,anger
I can't get to sleep!!! Please body I've done two shows and a workout today what more do u want???? ,anger
Sooooo done with studying I need a massage and a cuddle buddy :-/ mode,sadness
"God's joy is so overwhelming, so much more overwhelming than finals week, let us focus on that this week and give it all to Him ",joy
I'm sooooo grateful to have you babydoll and had an absolutely perfect and amazing night with you! Your the perfect girlfriend!!  ,joy
Joy for me is when all my family gather around home for special occasions as Christmas etc. It really gives me joy to see my family and relatives and to observe natures productivity process which have been going on for centuries.,joy
I can honestly say that I only hate one person. I don't like some people but there is only one person that I truly despise and hate. ,anger
"I wanted to clear up a misunderstanding with a friend that I had caused. A third person meddled in our conversation, turned my efforts to ridicule so that I did not succeed in what I had intended.",anger
What's all this sunshine bullshit? (Payday today) #whathappenedtoautumn,joy
Break! What do you appreciate most in your life? Sit with your gratitude for a few moments. #LJB,joy
@frankie_rf was taking a break from christmas shopping ,joy
"Now its krumbs all over da damn place, an she want me to kum all over her damn face ",joy
When my aunt died.,sadness
homework/ study day tomorrow. ,joy
"` I 'm infuriated with myself , "" he gritted from behind clenched teeth , his scowl deepening . ",anger
